LocationNormalized,Id,SalaryNormalized,log_avg_salary,len_requirement,words_requirement
Dunfermline,69742721.63157895,25071.55789473684,10.048059589096491,1069.4315789473685,137.46315789473684
Woodford Green,69699175.53333333,25066.733333333334,10.018226089193226,579.8,75.66666666666667
Stowmarket,68586317.36666666,25052.633333333335,10.017176489576848,1013.5,128.3
Tonbridge,70065702.14814815,25035.796296296296,10.04362483029481,972.8055555555555,129.15740740740742
Harston,67775248.0,25024.0,10.127590643345037,531.0,70.0
Southam,70318673.0,25022.0,10.07933612381581,1113.0,144.0
Buckfastleigh,68951692.25,25020.0,10.103745398545398,1058.5,134.75
Berrycroft,69571606.0,25000.0,10.126631103850338,871.0,107.0
Swanscombe,72450324.0,25000.0,10.126631103850338,1115.5,145.5
Wisley,69013148.0,25000.0,10.126631103850338,805.0,94.0
Little Ellingham,69000635.0,25000.0,10.126631103850338,1090.0,149.0
Norwell,70103165.0,25000.0,10.126631103850338,1183.0,141.0
Linton,70374161.5,25000.0,10.12583046316685,570.5,76.0
Bransty,72161004.0,25000.0,10.126631103850338,1599.0,194.0
East Dulwich,71619000.0,25000.0,10.126631103850338,858.0,111.0
Manvers,69001691.0,25000.0,10.126631103850338,581.0,80.0
Duxford,69002931.0,25000.0,10.126631103850338,152.0,21.0
Stanwell,72187322.0,25000.0,10.126631103850338,132.0,19.0
Abington,69026834.0,25000.0,10.126631103850338,812.0,111.5
Denwick,69777081.0,25000.0,10.126631103850338,577.0,72.0
Haddon,70336535.0,25000.0,10.126631103850338,2333.0,302.0
Ticehurst,69064594.5,25000.0,10.126631103850338,1043.0,139.0
Den Cross,69568433.0,24999.0,10.126591103050316,900.0,123.0
Todmorden,71486545.66666667,24978.333333333332,10.043109743420269,1395.0,175.66666666666666
Greenford,70194280.88235295,24977.70588235294,10.000891613847593,843.9411764705883,108.88235294117646
Henley-On-Thames,69381177.6984127,24963.04761904762,10.060957738458713,996.031746031746,134.20634920634922
Stamford,69271734.03703703,24960.833333333332,10.041929596199779,891.5,119.05555555555556
Woolmer Green,67959526.0,24960.0,10.125029822483365,739.0,100.0
Iver Heath,68496466.0,24960.0,10.125029822483365,807.0,108.0
Felsted,69934784.0,24960.0,10.125029822483365,1395.0,184.0
Hartford,65903042.0,24960.0,10.125029822483365,935.0,130.0
Bordon,69464824.33333333,24954.761904761905,10.100601940286484,1141.095238095238,147.57142857142858
Greenhithe,69611727.93333334,24945.466666666667,10.08618486778983,1261.9333333333334,172.33333333333334
Mansfield,69287875.54,24931.52,10.026794970719495,1017.385,133.51
Fordingbridge,70876367.07142857,24912.85714285714,10.09425586611636,775.5,101.14285714285714
Bicester,69996527.0130719,24900.08496732026,10.040056557209866,943.0522875816994,125.0
Buckhurst Hill,67408698.625,24891.0,10.088357093430918,1191.125,160.0
Tiverton,69974548.74193548,24863.064516129034,10.065406653507683,792.6774193548387,104.70967741935483
Finchley,70227215.45454545,24862.81818181818,10.004328082142631,1065.090909090909,142.63636363636363
Keswick,69460243.9,24860.0,9.995094403310091,975.2,132.4
Darlington,67862221.11016949,24859.474576271186,10.04116929522617,899.228813559322,117.23728813559322
Blairgowrie,57198419.6,24856.0,10.089608000865645,1175.4,156.2
Tredegar,70046382.8,24851.9,10.044396616354897,1046.1,132.9
South Kensington,70011540.0,24827.5,10.107618062731934,2245.5,280.75
Eye,70125658.0,24826.666666666668,9.88144095170128,558.6666666666666,71.0
Wadhurst,69915588.45,24819.0,10.101297324305689,1015.1,134.25
Eastbourne,69216365.74522293,24797.12101910828,10.033167675080053,966.4777070063694,129.1464968152866
Lossiemouth,64587343.0,24796.0,10.11843762882181,385.0,46.0
Gateshead,69422754.90434782,24784.347826086956,10.039829923020871,1002.3173913043478,131.45217391304348
Newton-Le-Willows,69910741.73333333,24773.333333333332,10.028555395641567,1182.2666666666667,157.06666666666666
Sleaford,69080110.36585365,24770.365853658535,9.956805422636283,884.8048780487804,117.34146341463415
Scarborough,69710569.85714285,24764.059523809523,10.013844790769296,909.3095238095239,123.10714285714286
Aldershot,69954300.78947368,24762.394736842107,10.02508710491898,1351.1140350877192,176.4561403508772
Stourbridge,69243167.16176471,24751.0,10.008661190726404,745.6617647058823,98.72058823529412
Willesden,69735768.5,24750.0,10.101615637047555,715.0,98.5
Lichfield,69601808.28,24747.728,10.022269772138065,982.768,128.12
Scunthorpe,69160994.09574468,24747.255319148935,10.03239657438205,856.6808510638298,110.23404255319149
Teddington,69578442.41176471,24734.70588235294,10.034198911770645,1310.8823529411766,169.8235294117647
Alderley,69754697.9090909,24727.272727272728,10.067296468287086,1152.2727272727273,150.36363636363637
Barton-Upon-Humber,69373866.0,24683.333333333332,10.085997436231413,1362.0,200.66666666666666
Faversham,67161555.44444445,24679.444444444445,9.996174287235327,845.3333333333334,112.05555555555556
Morpeth,69236687.97619048,24676.880952380954,10.012897639457945,1431.9285714285713,187.85714285714286
Hassocks,69235928.13333334,24676.6,10.090443246189704,1340.3333333333333,180.6
Denmead,69417605.0,24673.333333333332,10.062588196445077,841.3333333333334,116.66666666666667
South Bank,71201207.0,24666.666666666668,10.09257589559657,1366.3333333333333,177.66666666666666
Sandhurst,70128184.77777778,24651.11111111111,10.086038169970227,822.5555555555555,109.77777777777777
St. Werburghs,67811498.0,24646.0,10.112369894498068,2928.0,368.0
Stonely,69560516.44444445,24618.11111111111,10.055717247405154,420.44444444444446,57.44444444444444
Kettering,69754895.46543778,24612.917050691245,10.01994664240328,978.5852534562212,128.71428571428572
Charlton,69745676.5,24610.0,10.015695730344309,815.3333333333334,105.16666666666667
Rainham,69878299.83333333,24608.666666666668,10.036437143330577,532.0,71.16666666666667
Southsea,68749465.1,24600.0,9.99593012717418,844.6,110.55
Northwich,69204350.99224806,24587.19379844961,10.024157668726009,1105.953488372093,145.36434108527132
Sheerness,70088659.27777778,24583.666666666668,9.998838271940626,1165.5,151.0
Lancing,69490061.1875,24567.75,9.926422232910415,880.8125,114.9375
Haltwhistle,69001405.0,24561.0,10.108915098044557,1581.0,209.0
Pontypool,69523601.47058824,24546.117647058825,9.995549746754174,1284.0588235294117,164.23529411764707
Alfreton,69786685.3063063,24531.07207207207,9.983857757154514,886.8918918918919,114.66666666666667
Corby,69614281.1557789,24528.658291457286,10.024635787478173,993.5175879396985,129.75879396984925
Staplehurst,69814795.5,24520.0,10.105419465906724,653.5,86.0
Ashington,69344705.1764706,24516.470588235294,10.069317034954052,863.4117647058823,110.6470588235294
Dudley,69199448.72192514,24516.27807486631,10.040881770532028,977.8449197860963,128.7807486631016
Newmarket,69790828.44680852,24506.68085106383,9.996026814868001,1064.2978723404256,139.7872340425532
West Heath,70231870.0,24500.0,10.106428396532818,1966.0,255.0
Shenfield,71994627.5,24500.0,10.106428396532818,829.5,108.0
Abbey Village,66900538.0,24500.0,10.106428396532818,322.0,44.0
Malton,70083258.35897435,24497.46153846154,10.05775638620254,1123.5641025641025,146.46153846153845
Horley,70338103.33333333,24485.666666666668,9.995735064300968,854.625,114.41666666666667
Kingswells,72188749.5,24480.0,10.105611736626262,470.5,66.5
Carterton,69712937.27272727,24480.0,10.054108141838766,754.1818181818181,97.72727272727273
Bridgwater,69705868.05128205,24477.166666666668,10.010232999053406,749.2051282051282,99.8076923076923
Melton Mowbray,69975165.03703703,24469.666666666668,10.015114002051535,1039.2592592592594,137.77777777777777
Kentish Town,64424082.25,24465.0,10.06967447904569,960.0,131.0
Normanton,69147092.20408164,24459.30612244898,10.014557915845396,1126.9795918367347,144.0408163265306
Stonehouse,69975857.12962963,24457.01851851852,10.050652134798876,858.7962962962963,108.18518518518519
Eynsham,69986076.2,24456.2,10.100705294116619,541.2,71.4
Thirsk,69063575.47692308,24441.507692307692,10.009328923635813,843.9230769230769,112.47692307692307
Dewsbury,68473198.14130434,24437.07608695652,10.045293701826083,767.5869565217391,102.48913043478261
Llanelli,70178238.17857143,24435.571428571428,10.051741904091715,864.0357142857143,113.17857142857143
Alnwick,69731892.25,24430.3125,9.96388257052206,913.3125,119.25
Edgware,67552031.1,24425.0,10.015439711917285,851.7,115.2
Stanley,69594092.53333333,24416.8,10.01868888970243,788.2,105.6
Ilfracombe,66313589.833333336,24389.166666666668,10.009129920223572,856.5,116.08333333333333
Mexborough,69128953.42857143,24388.0,9.949241137331551,686.0714285714286,88.5
Edenbridge,69795127.66666667,24382.95238095238,10.025515019258082,1153.0,150.23809523809524
South Milford,69357746.5,24379.125,10.051822331998435,846.0,114.0
Newquay,70271670.56521739,24356.08695652174,9.85240828856005,896.8695652173913,119.8695652173913
Brinsford,72173588.33333333,24333.333333333332,10.08081064029211,1128.3333333333333,144.66666666666666
Bishop Auckland,69702445.85185185,24333.25925925926,10.01424369258815,866.0,113.07407407407408
West Norwood,69000203.0,24325.0,10.099259907054206,528.0,74.0
Lyndhurst,69041433.5,24312.428571428572,10.025374779360073,861.6428571428571,115.14285714285714
Aberystwyth,69619358.25,24288.6,9.963383735410646,788.75,106.1
Bolton Le Sands,69966424.43258427,24288.539325842696,10.029885198541644,1198.6460674157304,158.02808988764045
Whetstone,70654029.66666667,24286.666666666668,10.045993791283024,1084.8333333333333,142.66666666666666
Hedge End,68458443.5,24286.0,10.069181504892052,1133.0,149.0
Bridgnorth,69728856.05,24269.05,10.019323378703199,699.3,91.75
Batley,69801174.14545454,24261.69090909091,9.965009051778718,1109.2,146.1818181818182
Prenton,70373396.0,24260.5,10.077440259587693,1356.625,179.125
Shepherd's Bush,69916957.0,24248.666666666668,10.079005410544774,1161.0,155.5
Cranleigh,67558744.55555555,24234.61111111111,10.028353968352736,862.1666666666666,114.27777777777777
Hindhead,69041329.35714285,24215.0,10.026606699174417,785.0714285714286,104.07142857142857
Dursley,68670348.36842105,24197.947368421053,10.033212080015604,865.9473684210526,111.78947368421052
Hessle,68976770.83333333,24186.833333333332,10.033012637564502,979.5,126.66666666666667
Aldham Tye,70345057.0,24173.0,10.0929915868061,1571.0,203.0
Chatham,69947180.425,24154.233333333334,10.010104499366717,994.8166666666667,131.36666666666667
Huddersfield,68824157.44620253,24153.863924050635,10.019983918937264,1037.6772151898733,135.5379746835443
Sutton Coldfield,69968729.0886076,24134.430379746835,10.01057939375283,995.8101265822785,132.79746835443038
Waltham Abbey,68340074.72,24125.52,9.967852739758051,850.72,112.0
Winkfield Row,72379542.0,24116.0,10.090630799609297,605.0,77.0
Appleby-In-Westmorland,71644516.0,24115.0,10.042048621074892,1514.0,194.0
Harrogate,69474721.74404761,24109.291666666668,9.992729744133559,1151.7470238095239,150.69940476190476
Grantham,69899006.71527778,24086.166666666668,10.007249314104945,913.9722222222222,118.27777777777777
Baldock,69014960.36363636,24082.090909090908,10.050270671254088,836.7272727272727,112.36363636363636
Erskine,71091628.0,24066.0,9.972955309546517,650.0,85.5
Whitley Bay,69927142.66666667,24065.2,9.91145054725679,628.2666666666667,85.2
Rotherham,68949026.75211267,24047.94084507042,10.013411570653393,1054.0676056338027,135.91830985915493
St. Mellons,69216076.0,24036.0,10.087307985453819,2855.0,365.0
Cleckheaton,70330806.5862069,24030.068965517243,10.03281003490205,1277.0689655172414,165.24137931034483
Tadcaster,69244336.8,24022.333333333332,10.025229945850219,766.3333333333334,101.06666666666666
Skipton,69047439.22988506,24015.724137931036,10.010632020069256,1134.367816091954,147.51724137931035
Stroud,69097234.88617887,24013.463414634145,10.016272875164722,805.0731707317074,105.73170731707317
Newark,69952819.22727273,24010.522727272728,10.02369198759542,1085.0113636363637,144.10227272727272
Tilbury,69268895.9,24006.0,10.008773870117258,944.2,121.4
Iwerne Courtney,71297371.0,24000.0,10.085809109330082,153.0,24.0
Brill,70607724.0,24000.0,10.085809109330082,269.0,35.0
Hanworth,72481257.0,24000.0,10.085809109330082,1089.0,146.0
Newarthill,71473137.5,24000.0,10.085809109330082,2952.5,377.5
Blackwater,67630386.0,24000.0,10.085809109330082,1510.0,194.0
Sparkhill,69007427.0,24000.0,10.085809109330082,1267.0,172.0
Meriden,67990195.0,24000.0,10.085809109330082,1196.0,162.0
Barrow,71293962.0,24000.0,10.085809109330082,229.0,30.0
West Wycombe,70765990.0,24000.0,10.085809109330082,498.0,67.0
Werrington,69688172.0,24000.0,10.085809109330082,649.0,86.0
Upper Heyford,68017552.0,24000.0,10.085809109330082,2328.0,289.0
Castle Douglas,72353064.0,24000.0,10.085809109330082,254.0,37.0
Glemsford,72680004.0,24000.0,10.085809109330082,2528.0,326.0
Stotfold,69010539.0,24000.0,10.085809109330082,1121.0,148.0
Alloa,70001224.5,23989.75,10.002954513270584,490.75,65.25
Towcester,70230844.58536585,23987.60975609756,9.98870434961704,1027.2926829268292,138.09756097560975
Caernarfon,69854852.23809524,23980.285714285714,9.94671035956355,1011.1904761904761,139.0
Carrington,69032005.0,23980.0,10.04706289318038,1484.0,194.5
Pontypridd,67622039.09523809,23979.14285714286,10.010380591782193,1115.904761904762,141.76190476190476
Atherstone,70077424.08571428,23973.02857142857,9.952203064049687,1130.6285714285714,148.57142857142858
Louth,68359332.5263158,23972.36842105263,9.981681519426036,825.8947368421053,110.0
Wrexham,69651658.55555555,23971.12037037037,9.985520034204,953.9722222222222,125.63888888888889
Sutton,68496097.20930232,23968.86046511628,10.001014754911722,975.9767441860465,127.88372093023256
Liss,67700764.25,23968.75,10.052311525660219,991.9166666666666,132.5
Downham Market,70041818.75,23941.666666666668,10.0080206794597,1280.25,167.33333333333334
Stratford-Upon-Avon,69712664.97354497,23915.899470899472,10.008380328136852,1150.8148148148148,149.75661375661375
King's Lynn,69395122.0224719,23914.247191011236,10.000750138173037,883.1797752808989,118.38202247191012
Mitcheldean,69952728.33333333,23909.25,10.015011238330056,1094.8333333333333,143.08333333333334
Wetherby,69985505.80263157,23908.657894736843,10.01259124730742,1076.9736842105262,140.46052631578948
Ramsgate,70119418.13333334,23906.666666666668,9.992360214692384,1197.4,154.06666666666666
Stockport,69520799.53869969,23888.609907120743,9.991216647975635,920.7616099071207,121.25077399380805
South Elmsall,70565850.5,23875.0,10.046546727773928,1080.0,134.0
Mountain Ash,68566855.0,23873.5,10.073999250836765,771.0,102.0
Filey,70288881.33333333,23872.333333333332,9.942730882754953,1078.0,140.5
Wisbech,69869842.39130434,23872.32608695652,10.02160062738389,768.0652173913044,101.91304347826087
Alton,69348378.42105263,23864.912280701756,10.01291722004523,1131.157894736842,148.0
Shrewsbury,69259595.01932368,23857.55072463768,9.981663075185384,1022.5314009661836,134.94202898550725
Cwmllynfell,70309674.0,23846.0,10.079371767366077,284.0,39.0
East Ayrshire,69772851.5,23840.0,10.044104766765585,795.5,103.5
Anstruther,70249679.375,23819.375,10.002731651339282,1192.5,152.125
Skegness,70371919.44827586,23806.206896551725,10.000582695111966,1035.0,137.6551724137931
Kempston,70991722.44444445,23802.777777777777,10.038171776253467,1136.4444444444443,144.33333333333334
Redcar,69564353.42857143,23801.261904761905,9.992486901433987,748.5952380952381,95.26190476190476
Broxburn,69439343.75,23780.166666666668,9.989537313853964,1016.5833333333334,131.66666666666666
St. Helens,69285606.89908257,23778.77981651376,9.979135219681327,894.8532110091743,118.60550458715596
Ceredigion,70485138.5,23773.5,10.003119255618826,1123.0,151.75
Shipton-Under-Wychwood,57822796.0,23760.0,10.075299425718045,368.0,53.0
Shefford,68194361.3125,23751.5625,9.97915879031635,892.875,117.0625
Dawlish,66786397.90909091,23726.545454545456,9.98659240172857,675.8181818181819,98.45454545454545
Port Glasgow,69703657.66666667,23720.333333333332,10.014008588986028,633.0,87.0
Swansea,68999150.58,23718.175,9.981137769477163,1011.255,133.14
Huyton,61970590.0,23706.666666666668,10.070412648506958,497.6666666666667,71.33333333333333
Aberfeldy,70382715.0,23700.0,10.07279395309629,1282.5,163.5
Blandford Forum,69447391.02941176,23699.529411764706,9.90990314005913,673.6470588235294,92.23529411764706
Yateley,70394320.53333333,23693.8,10.024509283771454,1528.2666666666667,197.73333333333332
Birkenhead,69427873.8172043,23692.1935483871,10.007651233866307,1045.6129032258063,135.80645161290323
Wigan,68810647.5031056,23667.260869565216,9.996199103495524,960.3229813664597,127.8944099378882
Knebworth,68204422.5,23666.0,10.012686461212912,1145.75,154.75
Hove,69389636.29268293,23648.48780487805,9.982384962283993,882.3414634146342,118.47560975609755
Woodbridge,63659958.38888889,23646.166666666668,9.95459512945699,795.6111111111111,107.83333333333333
Skelmersdale,69104691.84931506,23609.890410958906,9.99261285515592,921.6712328767123,122.98630136986301
Markfield,66221015.5,23606.833333333332,10.028904661414245,1484.9166666666667,196.33333333333334
Street,69888821.05,23590.9,9.98361939366035,945.5,122.5
Morecambe,68954031.35714285,23586.98214285714,9.95650916888778,1038.5,136.05357142857142
Pontefract,68761695.6904762,23550.785714285714,9.966399937946269,928.6666666666666,119.92857142857143
Midhurst,68234018.07142857,23543.785714285714,9.905932498506614,774.5,104.35714285714286
Catterick,66237784.25,23542.25,9.963539974494248,707.5,93.25
Malmesbury,68643181.2962963,23538.222222222223,10.010913469477813,987.7407407407408,132.2962962962963
Bushey,66236484.35,23532.15,10.01729246453375,990.0,133.35
Chathill,70745343.5,23528.0,10.05559428891685,849.0,108.5
Bury St. Edmunds,68956927.4609929,23521.978723404256,9.975733394249232,974.9219858156029,128.4255319148936
Deeside,68565069.5862069,23510.827586206895,9.923972843738508,824.2068965517242,105.48275862068965
Kidlington,69435654.57692307,23503.076923076922,10.017087185790595,1153.923076923077,152.01923076923077
Victoria Docks,69747368.0,23500.0,10.06475570013225,1221.0,156.0
North Fambridge,69893262.5,23500.0,10.024960641841323,917.0,114.5
Tisbury,71374497.0,23500.0,10.06475570013225,2203.0,276.0
Euston,69186255.0,23500.0,10.06475570013225,785.0,97.0
Newry & Mourne,72626879.0,23500.0,10.06475570013225,865.0,131.0
Sheringham,71750442.0,23500.0,10.06475570013225,743.0,108.0
Englefield,69080597.0,23500.0,10.06475570013225,1813.0,219.0
Axmouth,69001940.0,23500.0,10.06475570013225,484.0,75.0
Elstree,70019835.5,23480.75,9.962614761697724,956.75,131.25
Broadway,68383600.1,23480.3,9.9809849675534,1085.1,151.1
Alderley Edge,70017725.93023255,23459.06976744186,10.017201154318734,1405.906976744186,186.72093023255815
Kegworth,70960955.0,23456.0,10.03675592605478,2140.3333333333335,279.6666666666667
Tenby,70446317.5,23452.0,9.92386654877221,984.0,133.5
Crayford,66115161.0,23450.0,9.98198942694096,337.5,49.5
Spalding,70202192.74285714,23439.77142857143,9.977237847566848,993.4285714285714,130.5857142857143
Burnley,69356034.27388535,23420.51592356688,9.973578184384946,1016.9617834394904,134.59872611464968
Marlborough,69828455.22222222,23414.777777777777,9.959771364115115,820.1481481481482,110.48148148148148
Woolwich,70233702.13333334,23410.8,9.900389054904963,1009.1333333333333,134.86666666666667
Crewe,69269075.00325733,23386.371335504886,9.95606732594338,965.1661237785016,128.15635179153094
Ulceby,67446259.0,23385.0,10.059850070159987,768.0,101.0
Newry,69188483.24242425,23353.878787878788,9.986993846386396,989.939393939394,127.24242424242425
Alresford,71031520.33333333,23333.333333333332,10.037676674692328,1339.2222222222222,175.66666666666666
Ringwood,70479170.47222222,23328.444444444445,9.974981130957305,797.6111111111111,104.75
Penicuik,69514934.0,23326.444444444445,9.978649696969903,965.8888888888889,126.77777777777777
Liskeard,70791462.75,23320.5,9.906795896807397,661.75,86.25
Oldbury,69810576.47457626,23320.169491525423,9.951780015246792,717.0677966101695,93.42372881355932
Purfleet,69845505.2,23319.5,9.987270816755847,727.7,95.25
Folkestone,68640408.125,23298.975,9.94946516627583,953.075,126.65
Balham,70080355.0,23280.0,9.967705153301731,639.2,85.6
Moreton-In-Marsh,69914090.58823529,23275.882352941175,9.976617254342903,1025.3529411764705,143.88235294117646
Bolton,69385405.31410256,23268.15064102564,9.971885018805784,988.4198717948718,130.49358974358975
West Molesey,69507053.0,23250.0,10.017823470260934,1023.6666666666666,133.0
Wargrave,67151713.0,23250.0,10.054060411015502,750.0,102.0
Bangor,69337871.64197531,23197.16049382716,9.960919979854008,1353.7407407407406,179.59259259259258
Shetland,69445891.21428572,23182.85714285714,9.967014137313638,975.1428571428571,129.57142857142858
Selkirk,69871126.0,23177.25,10.008156278497129,758.25,97.5
Bromsgrove,68789763.87058823,23172.188235294117,9.965869052611174,1113.1882352941177,147.94117647058823
Kidderminster,69677068.98850575,23167.666666666668,9.936130051563472,1044.9655172413793,137.3448275862069
Kirkham,69551181.5,23150.0,10.010639853859631,537.0,70.5
Derry,68671556.2745098,23147.058823529413,9.99330805101377,1038.9803921568628,133.47058823529412
Benfleet,69773361.0,23111.428571428572,9.973421421536173,863.7142857142857,118.42857142857143
Tipton,69453799.22857143,23085.542857142857,9.978328116073554,892.2571428571429,117.17142857142858
Kendal,68718938.49019608,23083.78431372549,9.919118642349966,1202.2549019607843,153.49019607843138
Wirral,68223379.39175257,23079.505154639177,9.952765991780261,968.5670103092783,125.24742268041237
Sudbury,69900187.96078432,23069.549019607843,9.945326722444042,803.6274509803922,104.7843137254902
Horam,72118482.0,23068.0,10.046201654735302,612.0,94.0
South Shields,67976089.3877551,23056.836734693876,9.975563101557459,925.0816326530612,122.53061224489795
Leyland,68630686.34883721,23052.488372093023,9.955851341831313,964.8139534883721,124.53488372093024
Ashbourne,67599037.7826087,23051.782608695652,9.95264353237923,1087.2173913043478,146.7826086956522
Wheatley,46628851.0,23040.0,10.044987114809828,725.0,106.0
Bearsden,69165325.0,23040.0,10.044987114809828,1931.0,263.0
Bucknell,72445742.0,23040.0,10.044987114809828,811.0,107.0
Castle Bromwich,72118183.0,23040.0,10.044987114809828,944.0,127.0
Leslie,69568250.0,23040.0,10.044987114809828,457.0,63.0
Rowlands Gill,69616162.0,23040.0,10.044987114809828,2259.0,290.0
Hermitage,66900879.0,23040.0,10.044987114809828,124.0,18.0
Wattisham,69540881.0,23040.0,10.044987114809828,219.0,30.0
Clyst Honiton,72540947.0,23040.0,10.044987114809828,122.0,19.0
St. Asaph,68924659.86956522,23039.91304347826,9.980585624544284,1306.695652173913,170.95652173913044
Castleford,69389618.8045977,23017.58620689655,9.978468975886546,1209.3793103448277,156.55172413793105
North Wingfield,69651717.0,23000.0,10.008009866003484,887.5,118.0
Cutmill,70010390.0,23000.0,10.0019143178336,988.5,128.16666666666666
Biggin Hill Airport,70760436.0,23000.0,10.043249494911286,919.0,119.0
Sapperton,71213979.0,23000.0,10.043249494911286,285.0,40.0
Cuckfield,72691251.0,23000.0,10.043249494911286,2679.0,336.0
Northchapel,71942887.0,23000.0,10.043249494911286,1217.0,171.0
Coniston Cold,68384207.0,23000.0,10.043249494911286,879.0,118.0
Churchtown,71967636.5,23000.0,10.04301314416238,1331.5,165.0
The Home,66386762.0,23000.0,10.043249494911286,817.0,116.0
Ford Bridge,72405286.0,23000.0,10.043249494911286,1955.0,244.0
Cheddar,68294395.8,22998.0,10.011232812535686,1109.5,143.0
Worsley,70721309.0,22994.0,9.97066816254633,1125.8,153.0
Airdrie,69075107.93333334,22990.4,9.92412967582366,863.1333333333333,108.8
Salford,69694824.16793893,22983.198473282442,9.93478886048905,991.6717557251908,130.90076335877862
Brecon,68936076.21428572,22974.928571428572,9.99956240829952,933.0,120.85714285714286
Henlow,56729609.0,22970.0,9.947492991197485,1165.0,162.5
Diss,70161065.33333333,22964.055555555555,9.98122843608574,988.6111111111111,130.22222222222223
Bilborough,72691230.0,22964.0,10.041683051287528,1130.0,146.0
Nantwich,68292483.77777778,22945.48888888889,9.869349140712139,821.5777777777778,108.04444444444445
Barnard Castle,71923727.33333333,22934.666666666668,9.989432482904176,649.6666666666666,88.0
Treorchy,56209824.0,22932.0,10.040288594028274,839.0,121.0
Neath,68161331.57142857,22928.964285714286,9.937552970735068,847.8214285714286,113.5
Glastonbury,67670847.875,22924.3125,9.990717803874052,443.4375,61.125
Ewell,65245529.4,22914.0,9.974452788051703,966.4,125.6
Dalkeith,69410732.6,22912.266666666666,9.953755860044046,1260.8,165.53333333333333
Turriff,57906271.5,22896.0,10.038609811618258,709.0,97.5
East Dean,69365208.0,22881.5,9.987186680635418,1247.0,164.0
Alcester,70131185.9,22870.466666666667,9.913749773026773,1158.2333333333333,153.3
Axminster,69937917.6,22866.4,10.013134527550706,771.2,107.4
Rushden,69568754.38095239,22854.738095238095,9.953968128232068,865.9285714285714,114.0
Rayleigh,69620975.58823529,22849.647058823528,9.982647089144761,1312.0,175.64705882352942
Deepcut,69682324.0,22848.0,10.03661886513931,931.0,124.0
Cheam,68207643.5,22844.0,10.022081781653526,1533.5,208.5
Hoddesdon,69962431.22727273,22837.886363636364,9.951642697725052,909.3181818181819,117.93181818181819
Southport,69026997.36538461,22832.221153846152,9.958565750142553,837.1153846153846,109.65384615384616
Chingford,64827414.615384616,22812.923076923078,9.95415854039493,978.0769230769231,125.61538461538461
Kirkcaldy,68657051.54285714,22800.457142857143,9.944650399420983,988.5142857142857,135.0857142857143
Wellingborough,69217822.05357143,22788.276785714286,9.943679780209205,947.7857142857143,124.32142857142857
Heywood,69434488.02439025,22779.39024390244,9.934797709369812,857.8048780487804,110.46341463414635
Fulbourn,67434821.0,22757.0,10.026073754841988,905.0,121.0
Llanybydder,70205132.0,22736.0,10.031704850336881,864.0,125.0
Wallsend,68875380.69565217,22733.82608695652,9.820354320710972,933.1739130434783,122.95652173913044
Chesterfield,69474380.15406977,22728.668604651164,9.95771194900306,921.8139534883721,119.22383720930233
North Shields,68011050.94545455,22717.672727272726,9.988732798806959,970.9636363636364,129.1090909090909
Renfrew,69643161.57142857,22712.0,9.93110600788178,883.1428571428571,121.28571428571429
Cupar,69767205.23076923,22710.69230769231,9.85648015362831,878.6923076923077,117.3076923076923
Margate,68271425.19444445,22701.277777777777,9.923121813268997,1034.4166666666667,139.44444444444446
Houghton Regis,63576293.5,22698.0,9.975242390761549,791.75,100.5
Stanmore,69416824.7,22697.0,9.985900691514678,1058.8,142.5
Mitcham,68593254.25,22670.5,9.893657225916618,606.625,81.25
Wednesbury,69791543.6904762,22667.97619047619,9.957113530074494,895.7142857142857,117.21428571428571
Bargoed,66863002.8,22666.6,9.938388911565841,1494.0,189.6
Prescot,67872370.35294117,22615.970588235294,9.952462197798413,915.8235294117648,118.73529411764706
Littlehampton,68845892.97560975,22609.414634146342,9.939364119568035,848.5121951219512,111.70731707317073
Craigavon,68987173.38461539,22602.923076923078,9.987465801883257,910.6923076923077,118.23076923076923
Bovington,69027432.5,22600.0,10.014258687509745,929.5,119.0
Altrincham,68765726.39823009,22597.29203539823,9.932145728237368,1047.8849557522124,137.76106194690266
Bexleyheath,69720012.28571428,22593.761904761905,9.965244662451413,1208.7619047619048,165.23809523809524
Catterick Garrison,70220850.78571428,22584.071428571428,9.908915809932612,986.2857142857143,134.21428571428572
Spennymoor,69799331.85714285,22583.85714285714,9.773732182424126,464.14285714285717,62.714285714285715
Dronfield,69447839.33333333,22581.055555555555,9.939180494309896,852.6111111111111,111.94444444444444
Sturminster Marshall,71314846.0,22560.0,10.023933705611995,405.0,57.0
Brookwood,70767336.0,22560.0,10.023933705611995,164.0,24.0
Hyde,68829029.35,22540.25,9.940761200067929,951.0,123.9
Knaresborough,69678244.42105263,22522.052631578947,9.889062808736025,1042.2631578947369,136.73684210526315
Wellington,69439755.18421052,22515.5,9.955044595952351,881.0263157894736,113.0
Denbigh,70022781.66666667,22506.666666666668,10.00747517112246,1520.5,193.66666666666666
Watton,68718884.125,22505.125,9.960701327041175,791.125,101.875
Alfriston,70447218.0,22500.0,10.021270588192511,1128.0,150.66666666666666
Wallyford,71686168.0,22500.0,10.021270588192511,985.0,124.0
Newtonmore,69618345.0,22500.0,10.021270588192511,420.0,61.0
Kennington,70648542.5,22500.0,10.020281957124002,804.0,112.5
Dentons Green,68626418.0,22500.0,10.021270588192511,1067.0,141.0
Aylsham,72338028.0,22500.0,10.021270588192511,1238.0,174.0
